"","district","name","party","hpvi","rpvi","ave","pres","gov","abs","chamber","hpvi_color"
"140","37A","Erin Koegel","DFL","D+1",1.37892612117333,0.513789261211733,0.496330991412959,0.531247531010508,1.37892612117333,"House","1"
"141","37B","Nolan West","R","R+3",-2.95100893622837,0.470489910637716,0.476560345620002,0.464419475655431,2.95100893622837,"House","0"
"142","38A","Linda Runbeck","R","R+6",-6.02023546635525,0.439797645336447,0.441252390057361,0.438342900615534,6.02023546635525,"House","0"
"143","38B","Matt Dean","R","R+3",-2.82296928737858,0.471770307126214,0.493664339281096,0.449876274971332,2.82296928737858,"House","0"
"144","39A","Bob Dettmer","R","R+5",-5.20079104455844,0.447992089554416,0.441984056687334,0.454000122421497,5.20079104455844,"House","0"
"145","39B","Kathy Lohmer","R","R+1",-1.09302245313769,0.489069775468623,0.498489425981873,0.479650124955373,1.09302245313769,"House","0"
"146","40A","Michael V. Nelson","DFL","D+19",18.8155090815899,0.688155090815899,0.721796494969014,0.654513686662784,18.8155090815899,"House","1"
"147","40B","Debra Hilstrom","DFL","D+18",18.071352032779,0.68071352032779,0.702256779821733,0.659170260833847,18.071352032779,"House","1"
"148","41A","Connie Bernardy","DFL","D+10",10.084084150525,0.60084084150525,0.612615897489322,0.589065785521177,10.084084150525,"House","1"
"149","41B","Mary Kunesh-Podein","DFL","D+16",15.6553828282679,0.656553828282679,0.680840319159681,0.632267337405677,15.6553828282679,"House","1"
"150","42A","Randy Jessup","R","D+5",5.46838069536644,0.554683806953664,0.578134393932387,0.531233219974942,5.46838069536644,"House","1"
"151","42B","Jamie Becker-Finn","DFL","D+9",9.08298537658001,0.5908298537658,0.613106171932403,0.568553535599197,9.08298537658001,"House","1"
"152","43A","Peter Fischer","DFL","D+7",6.98251845287419,0.569825184528742,0.586080067902108,0.553570301155376,6.98251845287419,"House","1"
"153","43B","Leon Lillie","DFL","D+6",6.33664561670653,0.563366456167065,0.570857685199061,0.55587522713507,6.33664561670653,"House","1"
"154","44A","Sarah Anderson","R","D+2",2.06886631886631,0.520688663188663,0.579316239316239,0.462061087061087,2.06886631886631,"House","1"
"155","44B","Jon Applebaum","DFL","D+8",8.16948390387344,0.581694839038734,0.618240280619702,0.545149397457767,8.16948390387344,"House","1"
"156","45A","Lyndon Carlson Sr.","DFL","D+11",10.9179685522728,0.609179685522728,0.634164930643768,0.584194440401688,10.9179685522728,"House","1"
"157","45B","Mike Freiberg","DFL","D+17",17.3972514388434,0.673972514388434,0.700032605151614,0.647912423625255,17.3972514388434,"House","1"
"158","46A","Peggy Flanagan","DFL","D+19",18.8765089367076,0.688765089367076,0.720430576135274,0.657099602598877,18.8765089367076,"House","1"
"159","46B","Cheryl Youakim","DFL","D+21",21.4246207422052,0.714246207422052,0.746016825680312,0.682475589163791,21.4246207422052,"House","1"
"160","47A","Jim Nash","R","R+15",-15.3544248291922,0.346455751708078,0.339396127634608,0.353515375781549,15.3544248291922,"House","0"
"161","47B","Joe Hoppe","R","R+6",-6.19333693776635,0.438066630622336,0.483694645173244,0.392438616071429,6.19333693776635,"House","0"
"162","48A","Laurie Pryor","DFL","D+6",6.18379065051279,0.561837906505128,0.603486300788871,0.520189512221385,6.18379065051279,"House","1"
"163","48B","Jenifer Loon","R","D+1",1.38317829799995,0.51383178298,0.573164264018128,0.454499301941871,1.38317829799995,"House","1"
"164","49A","Dario Anselmo","R","D+8",8.41643534419336,0.584164353441934,0.649310301975892,0.519018404907975,8.41643534419336,"House","1"
"165","49B","Paul Rosenthal","DFL","D+7",6.91025849777222,0.569102584977722,0.608521161018323,0.529684008937121,6.91025849777222,"House","1"
"166","50A","Linda Slocum","DFL","D+15",15.4546218409344,0.654546218409344,0.673888561162653,0.635203875656036,15.4546218409344,"House","1"
"167","50B","Andrew Carlson","DFL","D+9",8.52199016706139,0.585219901670614,0.604689331770223,0.565750471571005,8.52199016706139,"House","1"
"168","51A","Sandra Masin","DFL","D+7",6.73903306443795,0.567390330644379,0.593683269603218,0.541097391685541,6.73903306443795,"House","1"
"169","51B","Laurie Halverson","DFL","D+6",5.69501250142481,0.556950125014248,0.593775482468062,0.520124767560434,5.69501250142481,"House","1"
"170","52A","Rick Hansen","DFL","D+10",9.77014012592152,0.597701401259215,0.618647324430781,0.576755478087649,9.77014012592152,"House","1"
"171","52B","Regina Barr","R","D+3",2.7470797133246,0.527470797133246,0.542773001472474,0.512168592794018,2.7470797133246,"House","1"
"172","53A","JoAnn Ward","DFL","D+8",7.50933046086451,0.575093304608645,0.59200078423684,0.558185824980451,7.50933046086451,"House","1"
"173","53B","Kelly Fenton","R","EVEN",0.10466392334183,0.501046639233418,0.5473729175566,0.454720360910237,0.10466392334183,"House","1"
"174","54A","Keith Franke","R","D+4",3.53869644093032,0.535386964409303,0.518174665617624,0.552599263200982,3.53869644093032,"House","1"
